Event_ID,Event_Name,Event_Type,Start_Date,End_Date,Location_Address,Target_Audience,Associated_District,Event_Description
POP2402F,살로몬 'welcome back earth' 팝업,팝업,2024.2.23,2024.3.7,서울 성동구 성수이로 97 (EMPTY),"20-30대, 패션/스포츠",성수동,스포츠 브랜드 살로몬 첫 팝업. 스피드크로스3 쇼케이스 및 의류 판매.
POP2402G,Fabregat x PRTPRT SHOP 팝업,팝업,2024.2.23,2024.2.25,서울 성동구 연무장길 29-17 (PRTPRT SHOP),"20-30대, 패션/스트릿",성수동,패션 브랜드 파브레가 24SS 발매 기념 편집샵 팝업.
POP2402H,메타 그라운드 '별을 찾는 언덕',미디어아트/전시,2024.2.17,2024.3.15,서울 성동구 왕십리로 50 4층 (메타 그라운드),"전 연령, 문화/예술",성수동(서울숲 인근),AI와 MR 기술 활용 미디어아트 전시.
POP2402I,데상트 '크론(Chron)' 10주년 팝업,팝업,2024.2.22,2024.2.25,서울 성동구 성수이로7길 41 (카시나 성수),"20-30대, 패션/스니커즈",성수동,데상트 스니커즈 크론 10주년 기념 팝업. 아티스트 협업.
POP2402J,TUNE & Khakis Gathering (플리마켓),마켓/페스티벌,2024.2.24,2024.2.25,서울 성동구 성수이로 97 (레이어 41),"20-40대, 패션/빈티지",성수동,"편집샵 TUNE, Khakis 주관 플리마켓. 유명 셀럽 셀러 참여."
POP2403A,클리오 'Every Fruit Grocery' 팝업,팝업,2024.2.28,2024.3.3,서울 성동구 서울숲2길 27,"10-20대 여성, 뷰티",성수동(서울숲 인근),클리오 신상 '후로페샤날 청과 에디션' 런칭 팝업. 과일 가게 컨셉.
POP2403B,OPEN Yy 24SS 팝업,팝업,2024.2.28,2024.3.10,서울 성동구 아차산로 78 (이구성수),"20-30대, 패션",성수동,패션 브랜드 OPEN Yy 24SS 컬렉션 팝업.
POP2403C,더블유드레스룸 팝업,팝업,2024.2.22,2024.3.5,서울 성동구 연무장길 81 (스퀘어성수),"10-30대, 향수/라이프스타일",성수동,향기 브랜드 더블유드레스룸 첫 팝업. 전 제품 라인업 전시.
POP2403D,BLUR 1.0 'SOCIAL BAR' 팝업,팝업,2024.2.28,2024.3.24,서울 성동구 연무장길 81,"20-30대, 패션/문화",성수동,패션 브랜드 블러 1.0 24S/S 컬렉션 팝업. 칵테일 바 컨셉.
POP2403E,멜린앤게츠 '다크 럼' 팝업,팝업,2024.2.26,2024.3.31,서울 성동구 연무장길 20-1,"20-40대, 뷰티/향수",성수동,뷰티 브랜드 멜린앤게츠 시그니처 향 '다크 럼' 테마 팝업.
POP2403F,비비 x 밤양갱 슈가러쉬 팝업,팝업,2024.3.7,2024.3.17,서울 성동구 성수이로18길 18,"10-30대, KPOP팬/F&B",성수동,가수 비비 '밤양갱' 콜라보 굿즈 팝업 및 팬사인회.
POP2403G,가나초콜릿하우스 시즌3,팝업,2024.3.9,2024.4.7,서울 성동구 뚝섬로 403,"10-30대, F&B/디저트",성수동,롯데 가나초콜릿 브랜드 팝업 시즌3. 사계절 컨셉.
POP2403H,마몽드 'BLOOM YOUR GLOW' 팝업,팝업,2024.3.9,2024.3.24,서울 성동구 연무장길 11,"20-30대 여성, 뷰티",성수동,뷰티 브랜드 마몽드 팝업. 신제품 '플로라 글로우 로즈' 체험.
POP2403I,FILA x Aries 팝업,팝업,2024.3.7,2024.3.10,서울 성동구 성수이로7길 41 (카시나 성수),"20-30대, 패션/스포츠",성수동,휠라와 영국 브랜드 에리즈 협업 컬렉션 팝업.
POP2403J,발렌티노 뷰티 '고-쿠션 글리터' 팝업,팝업,2024.3.6,2024.3.10,서울 성동구 연무장길 101-1 (오우드),"20-40대 여성, 뷰티/럭셔리",성수동,발렌티노 뷰티 한정판 쿠션 출시 기념 팝업.
POP2403K,조말론 '센티드 메멘토' 컬렉션 팝업,팝업,2024.3.7,2024.3.27,서울 성동구 성수이로7길 39,"20-40대, 향수/럭셔리",성수동,조말론 런던 신규 향수 컬렉션 런칭 팝업. 앤티크 솝 컨셉.
POP2404A,농심 '짜파게티 분식점' 팝업,팝업,2024.4.12,2024.5.11,서울 성동구 연무장11길 13 (플랜트라스),"10-40대, F&B/레트로",성수동,짜파게티 출시 40주년 기념 팝업. 짜파게티 메뉴 시식 및 굿즈 판매.
POP2404B,아디다스 CONFIRMED 앱 팝업,팝업,2024.4.12,2024.4.22,서울 성동구 성수이로20길 57 (레이어 57),"10-30대, 스니커즈/패션",성수동,아디다스 컨펌드 앱 팝업 전시. 빈티지 아카이브 및 래플.
POP2404C,미쟝센 x 에스파 '퍼펙트 세럼' 팝업,팝업,2024.4.16,2024.4.28,서울 성동구 아차산로11길 7 (아모레성수),"10-20대 여성, 뷰티/KPOP",성수동,미쟝센 퍼펙트 세럼과 모델 에스파 협업 팝업. 제품 체험 및 이벤트.
POP2404D,브롬톤 런던 팝업,팝업,2024.4.20,2024.5.31,서울 성동구 뚝섬로17가길 56,"20-40대, 자전거/라이프스타일",성수동,접이식 자전거 브랜드 브롬톤의 라이프스타일 팝업. 자전거 전시 및 의류 판매.
POP2404E,네이버페이 X GS25 팝업,팝업,2024.4.9,2024.4.22,서울 성동구 연무장길 38-1 (GS25 도어투성수),"20-40대, 핀테크/라이프스타일",성수동,네이버페이와 GS25 협업 팝업. 멤버십 혜택 및 한정판 굿즈.
POP2404F,쿠키런 '크레페 크러쉬 카페',팝업,2024.4.13,2024.4.21,서울 성동구 연무장길 101-1 (오우드),"10-20대, 게임/캐릭터",성수동,모바일 게임 '쿠키런' 테마 팝업 카페. 팬 이벤트 진행.
POP2404G,진로골드 '판타지아' 팝업,팝업,2024.4.5,2024.5.6,서울 성동구 연무장길 53,"20-30대, 주류",성수동,하이트진로 '진로골드' 제로슈거 소주 출시 기념 대형 팝업.
POP2404H,토리든 'DIVE IN TORRIDEN' 팝업,팝업,2024.4.8,2024.4.28,서울 성동구 연무장17길 4,"10-30대 여성, 뷰티",성수동,스킨케어 브랜드 토리든 팝업. '긍정의 여정' 컨셉 체험.
POP2404I,더마팩토리 '피부 연구실' 팝업,팝업,2024.4.1,2024.4.30,서울 성동구 서울숲4길 28-3,"20-40대, 뷰티",성수동(서울숲 인근),더마 코스메틱 브랜드 더마팩토리 팝업. 맞춤 성분 찾기 이벤트.
POP2405A,토니모리 'GET IT BAKE SHOP',팝업,2024.5.4,2024.5.12,서울 성동구 연무장길 47 (카페 마를리),"10-20대 여성, 뷰티",성수동,토니모리 첫 팝업. 베이크샵 컨셉. 럭키드로우 및 포토부스.
POP2405B,라네즈 X 바오패밀리 'Neo Forest',팝업,2024.5.1,2024.5.12,서울 성동구 아차산로11길 7 (아모레성수),"10-30대, 뷰티/캐릭터",성수동,라네즈와 에버랜드 판다 '바오패밀리' 협업 팝업.
POP2405C,바이오힐 보 '모공연구소',팝업,2024.5.1,2024.5.11,서울 성동구 연무장7길 13,"20-30대, 뷰티",성수동,스킨케어 브랜드 바이오힐 보 팝업. 모공 케어 솔루션 체험.
POP2405D,삼립 크림빵 '크림 아뜰리에',팝업,2024.5.6,2024.5.15,서울 성동구 연무장길 1 (퓨처 소사이어티),"10-40대, F&B/레트로",성수동,삼립 크림빵 60주년 기념 팝업. 헤리티지 전시 및 이벤트.
POP2405E,샤넬 루쥬 알뤼르 팝업,팝업,2024.4.29,2024.5.26,서울 성동구 성수동2가 277-26,"20-40대 여성, 뷰티/럭셔리",성수동,샤넬 루쥬 알뤼르 립스틱 신규 컬렉션 런칭 팝업.
POP2405F,에스쁘아 '듀 라이크 젤로',팝업,2024.5.5,2024.5.19,서울 성동구 연무장7길 13,"10-20대 여성, 뷰티",성수동,에스쁘아 틴트 신제품 '꾸뛰르 립틴트 글레이즈' 런칭 팝업.
POP2405G,"에스트라 '리제덤, 슬로우하우스'",팝업,2024.4.30,2024.5.22,서울 성동구 연무장길 11,"20-40대, 뷰티",성수동,더마 코스메틱 브랜드 에스트라 팝업. 피부 진정 솔루션 체험.
POP2405H,클룹 제로소다 팝업,팝업,2024.5.9,2024.5.19,서울 성동구 연무장5길 19 (노아 베이커리),"10-30대, F&B",성수동,탄산음료 클룹 제로소다 여름 시즌 팝업.
POP2406A,힌스 '블루 다이브' 팝업,팝업,2024.6.14,2024.6.23,서울 성동구 연무장길 31-1,"10-30대 여성, 뷰티",성수동,뷰티 브랜드 힌스 여름 컬렉션 팝업. 럭키드로우 및 증정 이벤트.
POP2406B,영화 <파묘> 팝업스토어,팝업,2024.6.14,2024.6.23,서울 성동구 성수이로18길 20,"10-40대, 영화",성수동,영화 <파묘> VOD 출시 기념 팝업. 미공개 스틸 및 굿즈 전시.
POP2406C,아이시스 '평화의 물' 팝업,팝업,2024.6.12,2024.6.16,서울 성동구 연무장1길 7-1 (공간 와디즈),전 연령,성수동,생수 브랜드 아이시스 브랜드 캠페인 팝업.
POP2406D,토스 머니북 팝업,팝업,2024.6.13,2024.6.16,서울 성동구 연무장길 46,"20-30대, 핀테크/재테크",성수동,금융 앱 토스 용돈 관리 서비스 '머니북' 런칭 팝업.
POP2406E,청년마을 페스티벌 '성수에서 놀자',마켓/페스티벌,2024.6.14,2024.6.15,서울 성동구 성수동1가 685-37 (성수 메가박스 스퀘어),"20-30대, 로컬",성수동,행정안전부 주관 전국 청년마을 홍보 페스티벌.
POP2406F,새우깡 '어드벤쳐 in 성수' 팝업,팝업,2024.6.5,2024.6.23,서울 성동구 성수이로18길 6-1,"10-40대, F&B/스낵",성수동,농심 새우깡 팝업 스토어. 체험존 및 굿즈 판매.
POP2406G,더샘 '쓰리엣지' 팝업,팝업,2024.6.7,2024.6.23,서울 성동구 연무장17길 5,"10-20대 여성, 뷰티",성수동,뷰티 브랜드 더샘 메이크업 라인 '쓰리엣지' 런칭 팝업.
POP2407A,시크릿데이 '코튼 유니버스' 팝업,팝업,2024.7.13,2024.7.21,서울 성동구 연무장17길 4,20-30대 여성,성수동,여성용품 브랜드 시크릿데이 생리대 팝업 스토어.
POP2407B,어퓨 '워터락 피니셔' 팝업,팝업,2024.7.3,2024.7.16,서울 성동구 연무장길 81 (스퀘어성수),"10-20대 여성, 뷰티",성수동,뷰티 브랜드 어퓨 픽서 신제품 '워터락 피니셔' 런칭 팝업.
POP2407C,샤넬 '코코크러쉬' 팝업,팝업,2024.7.4,2024.7.23,서울 성동구 성수일로6길 36,"20-40대 여성, 럭셔리/주얼리",성수동,샤넬 화인 주얼리 '코코크러쉬' 컬렉션 팝업.
POP2407D,애플 '믹스드 바이 아이폰' 팝업,팝업,2024.7.5,2024.7.21,서울 성동구 아차산로 78 (이구성수),"10-30대, IT/음악",성수동,아이폰 공간 음향 기능 체험 팝업. 뉴진스 협업.
POP2407E,오리온 '더 드래프트' 맥주 팝업,팝업,2024.7.26,2024.8.5,서울 성동구 아차산로9길 8,"20-40대, 주류",성수동,오리온 맥주 신제품 '더 드래프트' 런칭 팝업. 시음 행사.
POP2407F,뮤지컬 <킹키부츠> 팝업,팝업,2024.7.24,2024.7.30,서울 성동구 성수일로 56 (무브모브),"20-40대, 공연/문화",성수동,뮤지컬 <킹키부츠> 홍보 팝업. 포토존 및 MD 판매.
POP2407G,미쟝센 '헬로버블' 팝업,팝업,2024.7.16,2024.7.28,서울 성동구 아차산로11길 7 (아모레성수),"10-20대 여성, 뷰티",성수동,미쟝센 염색약 '헬로버블' 리뉴얼 팝업. 컬러 체험.
POP2407H,NCT127 'WALK' 팝업,팝업,2024.7.16,2024.7.28,서울 성동구 아차산로11가길 26,"10-20대, KPOP팬",성수동,NCT127 정규 6집 발매 기념 팝업 스토어.
POP2407I,춘배 팝업,팝업,2024.7.16,2024.7.30,서울 성동구 뚝섬로 389 (버뮤다 뮤직살롱),"10-30대, 캐릭터/굿즈",성수동,카카오 이모티콘 캐릭터 '춘배' 팝업 스토어.
POP2408A,춘천 술페스타 ,팝업,2024.8.16,2024.8.25,서울 성동구 서울숲길 43,"20-40대, 주류/로컬",성수동(서울숲 인근),춘천 지역 전통주 홍보 팝업 스토어. 시음 이벤트. 
POP2408B,뽀짝마을 일러스트페어,마켓/페스티벌,2024.8.17,2024.8.18,서울 성동구 연무장길 1 (쇼룸),"10-30대, 일러스트/굿즈",성수동,31명 일러스트 작가 참여 굿즈 마켓.
POP2408C,베리시(Verish) 팝업,팝업,2024.8.9,2024.8.18,서울 성동구 연무장17길 5,"20-30대 여성, 패션/속옷",성수동,여성 속옷 브랜드 베리시 팝업 스토어.
POP2408D,온브릭스(Onbricks) 팝업,팝업,2024.8.9,2024.8.18,서울 성동구 서울숲2길 27,"20-40대, F&B/과일",성수동(서울숲 인근),프리미엄 과일 브랜드 온브릭스 팝업.
POP2408E,지금저장소 (난자 냉동) 팝업,팝업,2024.8.8,2024.8.25,서울 성동구 연무장길 33,20-30대 여성,성수동,난자 냉동 정보 제공 및 상담 팝업. 굿즈 증정.
POP2408F,배틀그라운드 'PUBG 7주년' 팝업,팝업,2024.8.1,2024.8.18,서울 성동구 왕십리로4길 5,"10-30대, 게임",성수동(서울숲 인근),게임 '배틀그라운드' 7주년 기념 팝업. 이벤트 및 굿즈 판매.
POP2408G,비레디(BeREADY) 팝업,팝업,2024.7.31,2024.8.18,서울 성동구 연무장길 11,"20-30대 남성, 뷰티",성수동,아모레퍼시픽 남성 화장품 브랜드 비레디 팝업.
POP2408H,이창섭 'As always' 팝업,팝업,2024.8.9,2024.8.18,서울 성동구 성수일로 47,"10-30대, KPOP팬",성수동,비투비 이창섭 솔로 활동 기념 팝업 스토어.
POP2409A,딥디크 '레 제썽스 드 딥티크',팝업,2024.9.13,2024.9.27,서울 성동구 연무장길 20-1,"20-40대, 향수/럭셔리",성수동,프랑스 향수 브랜드 딥디크 프리미엄 라인 런칭 팝업.
POP2409B,웁서울(OOP SEOUL) 2024,마켓/페스티벌,2024.9.12,2024.9.14,서울 성동구 연무장15길 11 (에스팩토리),"20-40대, 패션/라이프스타일",성수동,국내외 디자이너 브랜드 및 아티스트 참여 마켓 페스티벌.
POP2409C,앤더슨벨 x 오토링거 팝업,팝업,2024.9.5,2024.9.22,서울 성동구 성수이로 97 (무신사 엠프티),"20-30대, 패션",성수동,패션 브랜드 앤더슨벨과 오토링거 협업 컬렉션 팝업.
POP2409D,라이즈 'RIIZE UP' 1주년 팝업,팝업,2024.9.21,2024.10.6,서울 성동구 연무장길 95,"10-20대, KPOP팬",성수동,SM 아이돌 그룹 라이즈 데뷔 1주년 기념 팝업.
POP2409E,TEKLA x 29CM 팝업,팝업,2024.9.20,2024.10.27,서울 성동구 아차산로 78 (이구성수),"20-40대, 라이프스타일/홈웨어",성수동,덴마크 홈웨어 브랜드 테클라 국내 첫 팝업. 29CM 협업.
POP2409F,패러킷(Paraket) 24FW 팝업,팝업,2024.9.19,2024.9.22,서울 성동구 아차산로 104 3층 (무신사 테라스 성수),"20-30대, 패션",성수동,패션 브랜드 패러킷 24FW 프리뷰 및 시즌오프 팝업.
POP2409G,딘토 x 김수현 '장화 신은 고양이' 팝업,팝업,2024.9.20,2024.9.29,서울 성동구 연무장길 31-1,"20-30대 여성, 뷰티",성수동,뷰티 브랜드 딘토와 배우 김수현 협업 컬렉션 팝업.
POP2410A,타이레놀 '통증케어 연구소',팝업,2024.10.9,2024.10.27,서울 성동구 성수이로18길 6-1,전 연령,성수동,타이레놀 브랜드 팝업. 통증 관리 정보 및 체험 이벤트.
POP2410B,박재범 'Work Forward' 팝업,팝업,2024.10.9,2024.10.13,서울 성동구 연무장11길 13,"10-30대, KPOP팬",성수동,가수 박재범 팝업 스토어.
POP2410C,뉴발란스 'RUN YOUR WAY' 팝업,팝업,2024.10.9,2024.10.13,서울 성동구 연무장길 31-1,"20-30대, 스포츠/러닝",성수동,뉴발란스 러닝 캠페인 팝업.
POP2410D,레오제이 셀렉트 스토어,팝업,2024.10.12,2024.10.27,서울 성동구 연무장길 26,"10-30대 여성, 뷰티",성수동,뷰티 유튜버 레오제이 추천 아이템 팝업 스토어.
POP2410E,배틀그라운드 팝업,팝업,2024.10.10,2024.10.13,서울 성동구 왕십리로4길 5,"10-30대, 게임/F&B",성수동(서울숲 인근),게임 배틀그라운드 팝업.
POP2410F,짐빔 '편식당' 팝업,팝업,2024.10.11,2024.10.20,서울 성동구 연무장길 95,"20-40대, 주류",성수동,버번 위스키 브랜드 짐빔 하이볼 팝업 스토어.
POP2410G,씰리 'Meet the Experts' 팝업,팝업,2024.10.13,2024.10.27,서울 성동구 연무장길 100-1,"30-50대, 리빙/가구",성수동,침대 브랜드 씰리 팝업. 숙면 컨설팅 및 체험 이벤트.
POP2411A,NCT DREAM 'DREAM FINDER' 팝업,팝업,2024.11.12,2025.1.21,서울 성동구 연무장길 73 (XYZ SEOUL),"10-20대, KPOP팬",성수동,NCT DREAM 정규 4집 발매 기념 팝업 스토어.
POP2411B,아파트먼트풀마켓 팝업,마켓/팝업,2024.11.7,2024.11.10,서울 성동구 뚝섬로 403,"20-40대, 리빙/가구/빈티지",성수동,중고 빈티지 가구 플랫폼 아파트먼트풀 마켓 팝업.
POP2411C,유니세프 '생명을 살리는 선물가게',팝업,2024.11.8,2024.11.10,서울 성동구 성수이로18길 6-1,"전 연령, 기부",성수동,유니세프 구호 물품 체험 및 기부 독려 팝업.
POP2411D,뮤지컬 <지저스 크라이스트 수퍼스타> 팝업,팝업,2024.11.8,2024.11.17,서울 성동구 연무장17길 7,"20-40대, 공연/문화",성수동,뮤지컬 <지저스 크라이스트 수퍼스타> 홍보 팝업. 무대 세트 체험.
POP2411E,아카이브 앱크 x 엠프티 팝업,팝업,2024.11.4,2024.11.10,서울 성동구 성수이로 97 (무신사 엠프티),"20-30대 여성, 패션",성수동,가방 브랜드 아카이브 앱크 팝업. 엠프티 단독 컬러 공개.
POP2411F,알렌느(HALLENNE) 24 WINTER 팝업,팝업,2024.11.8,2024.11.24,서울 성동구 연무장15길 11 (EQL 성수),"20-30대, 패션",성수동,패션 브랜드 알렌느 겨울 아우터 팝업.
POP2411G,스파오 '푸퍼랜드' 팝업,팝업,2024.10.30,2024.11.10,서울 성동구 성수이로20길 12 (무신사 스퀘어4),"10-30대, 패션",성수동,SPA 브랜드 스파오 첫 팝업. 푸퍼 패딩 컬렉션.
POP2411H,"티퍼런스 '잠시, 멈춤의 숲'",팝업,2024.10.31,2024.12.1,서울 성동구 연무장7길 12,"20-40대, 뷰티/라이프스타일",성수동,퍼플티 기반 뷰티 브랜드 티퍼런스 팝업. 스킨케어 체험.
POP2412A,메시 X 스탠리 팝업,팝업,2024.12.5,2024.12.14,서울 성동구 성수이로18길 6-1,"10-40대, 스포츠/라이프스타일",성수동,축구선수 메시와 텀블러 브랜드 스탠리 협업 팝업.
POP2412B,조말론 런던 '진저브레드 랜드' 팝업,팝업,2024.12.5,2024.12.24,서울 성동구 연무장9길 7,"20-40대, 향수/럭셔리",성수동,조말론 런던 크리스마스 시즌 팝업. 체험 프로그램 운영.
POP2412C,당근 '연말결산 플리마켓',마켓/팝업,2024.12.6,2024.12.8,서울 성동구 성수이로20길 12 (무신사 스퀘어4),"전 연령, 중고거래/로컬",성수동,중고거래 앱 당근마켓 연말 플리마켓 팝업.
POP2412D,비알레띠 X 오징어게임 팝업,팝업,2024.12.4,2024.12.7,서울 성동구 연무장5가길 14,"20-40대, F&B/콘텐츠",성수동,커피 메이커 브랜드 비알레띠와 넷플릭스 오징어게임 협업 팝업.
POP2412E,마르쉐@ 커피장,마켓/팝업,2024.12.8,2024.12.8,서울 성동구 연무장15길 11 (에스팩토리),"20-40대, F&B/커피",성수동,농부시장 마르쉐의 커피 테마 마켓.
POP2412F,디써티원(Dthirtyone) 팝업,팝업,2024.12.5,2024.12.28,서울 성동구 연무장길 35,"20-30대, 패션",성수동,패션 브랜드 디써티원 연말 시즌 팝업.
POP2412G,토스 머니그라피 팝업,팝업,2024.12.6,2024.12.8,서울 성동구 성수이로18길 20,"20-30대, 핀테크/문화",성수동,금융 앱 토스 연말 문화 행사 팝업. 공연 및 굿즈 판매.
